,meal_name,categories
924,Dumplings Spicy (m925),{'Appetizer'}
925,Steamed Vegetables (m926),"{'Soup', 'Side'}"
926,Split Pea Soup Mild (m927),{'Soup'}
927,Chicken Shawarma Classic (m928),"{'Main Course', 'Appetizer'}"
928,Milk Light (m929),{'Beverage'}
929,Deviled Eggs Classic (m930),"{'Dessert', 'Appetizer'}"
930,Pasta Carbonara (m931),{'Main Course'}
931,Pudding Deluxe (m932),{'Dessert'}
932,Chicken Skewers Special (m933),{'Appetizer'}
933,Corn on the Cob Deluxe (m934),"{'Appetizer', 'Side'}"
934,Samosas Premium (m935),"{'Main Course', 'Appetizer'}"
935,Cobbler Classic (m936),{'Dessert'}
936,Tomato Soup (m937),{'Soup'}
937,Chicken Fried Rice Spicy (m938),"{'Main Course', 'Breakfast Item'}"
938,Sausage Special (m939),"{'Salad', 'Breakfast Item', 'Appetizer'}"
939,Potato Skins Light (m940),"{'Salad', 'Appetizer'}"
940,Strawberry Smoothie Premium (m941),{'Beverage'}
941,Creamed Spinach Spicy (m942),"{'Dessert', 'Side'}"
942,Quinoa Salad Spicy (m943),"{'Salad', 'Breakfast Item', 'Side'}"
943,Deviled Eggs Spicy (m944),"{'Breakfast Item', 'Appetizer'}"
944,Coleslaw Deluxe (m945),"{'Salad', 'Dessert'}"
945,Grilled Salmon Mild (m946),"{'Main Course', 'Beverage'}"
946,Caprese Salad Premium (m947),"{'Main Course', 'Appetizer'}"
947,Quinoa Salad Classic (m948),{'Salad'}
948,Green Beans Classic (m949),"{'Beverage', 'Side'}"
949,Cauliflower Mash Spicy (m950),"{'Salad', 'Side'}"
950,Chicken Quesadilla Premium (m951),"{'Main Course', 'Soup', 'Beverage'}"
951,Fruit Salad Mild (m952),{'Salad'}
952,Stuffed Peppers Spicy (m953),"{'Salad', 'Appetizer'}"
953,Breakfast Burrito Mild (m954),"{'Breakfast Item', 'Dessert'}"
954,Bean Soup Special (m955),{'Soup'}
955,Hot and Sour Soup Spicy (m956),"{'Soup', 'Side'}"
956,Mocha Mild (m957),"{'Salad', 'Breakfast Item', 'Beverage'}"
957,Burger Premium (m958),{'Main Course'}
958,Vegetable Soup Premium (m959),{'Soup'}
959,Meatball Sub Light (m960),"{'Main Course', 'Breakfast Item'}"
960,Chicken Souvlaki Premium (m961),"{'Main Course', 'Breakfast Item'}"
961,Avocado Toast Special (m962),"{'Breakfast Item', 'Side'}"
962,Soy Milk Mild (m963),"{'Beverage', 'Side'}"
963,Tea Premium (m964),{'Beverage'}
964,Red Velvet Cake Mild (m965),{'Dessert'}
965,Brownies Deluxe (m966),"{'Salad', 'Dessert'}"
966,Coleslaw Spicy (m967),"{'Salad', 'Breakfast Item'}"
967,Biscuits and Gravy Special (m968),"{'Breakfast Item', 'Beverage', 'Side'}"
968,Biscuits and Gravy Special (m969),"{'Breakfast Item', 'Beverage'}"
969,Brussels Sprouts Premium (m970),{'Side'}
970,Potato Salad Spicy (m971),"{'Beverage', 'Side'}"
971,Burger Classic (m972),"{'Main Course', 'Salad', 'Side'}"
972,Split Pea Soup Deluxe (m973),"{'Soup', 'Dessert'}"
973,Stuffed Peppers Classic (m974),{'Appetizer'}
974,Broccoli Cheddar Soup Special (m975),{'Soup'}
975,Salmon Teriyaki Spicy (m976),"{'Main Course', 'Breakfast Item'}"
976,Vegetable Soup Classic (m977),"{'Main Course', 'Soup'}"
977,Dumplings Spicy (m978),"{'Salad', 'Dessert', 'Appetizer'}"
978,Coleslaw Premium (m979),{'Salad'}
979,Shrimp Cocktail Special (m980),{'Appetizer'}
980,Smoothie Deluxe (m981),{'Beverage'}
981,Milk Spicy (m982),"{'Beverage', 'Dessert'}"
982,Pad Thai (m983),"{'Main Course', 'Dessert'}"
983,Breakfast Sandwich Mild (m984),"{'Salad', 'Breakfast Item'}"
984,Spinach Salad Spicy (m985),"{'Salad', 'Dessert'}"
985,Beet Salad Deluxe (m986),{'Salad'}
986,Chai Latte Spicy (m987),"{'Beverage', 'Side'}"
987,Apple Juice Light (m988),"{'Salad', 'Beverage'}"
988,Mozzarella Sticks Premium (m989),"{'Salad', 'Dessert', 'Appetizer'}"
989,Baklava Deluxe (m990),"{'Main Course', 'Dessert'}"
990,Potato Salad Mild (m991),{'Salad'}
991,Lentil Soup Classic (m992),{'Soup'}
992,Churros Classic (m993),{'Dessert'}
993,Danish Special (m994),"{'Soup', 'Main Course', 'Breakfast Item'}"
994,Frittata (m995),{'Breakfast Item'}
995,Lemonade (m996),{'Beverage'}
996,Cannoli (m997),{'Dessert'}
997,Quiche Premium (m998),"{'Breakfast Item', 'Side'}"
998,Ramen (m999),{'Soup'}
999,Greek Salad Special (m1000),"{'Salad', 'Breakfast Item'}"
1000,Spinach Artichoke Dip Spicy (m1001),"{'Main Course', 'Appetizer'}"
1001,Roasted Carrots (m1002),"{'Soup', 'Side'}"
1002,Cupcakes Classic (m1003),"{'Beverage', 'Dessert'}"
1003,Fruit Bowl (m1004),"{'Salad', 'Breakfast Item'}"
1004,Yams Special (m1005),{'Side'}
1005,Red Velvet Cake Spicy (m1006),{'Dessert'}
1006,Lentil Soup Light (m1007),"{'Soup', 'Beverage'}"
1007,Chef Salad Spicy (m1008),"{'Salad', 'Appetizer'}"
1008,Shrimp Cocktail Premium (m1009),{'Appetizer'}
1009,Bruschetta Mild (m1010),{'Appetizer'}
1010,Espresso Spicy (m1011),{'Beverage'}
1011,Bruschetta Deluxe (m1012),"{'Breakfast Item', 'Appetizer'}"
1012,Chicken Enchiladas Deluxe (m1013),"{'Main Course', 'Breakfast Item', 'Dessert'}"
1013,Yogurt Spicy (m1014),"{'Soup', 'Breakfast Item'}"
1014,Caesar Salad Mild (m1015),{'Salad'}
1015,Smoothie (m1016),{'Beverage'}
1016,Chicken Rice Soup Mild (m1017),{'Soup'}
1017,Sprite Special (m1018),{'Beverage'}
1018,Macarons Spicy (m1019),{'Dessert'}
1019,Fried Pickles Spicy (m1020),{'Appetizer'}
1020,Garlic Bread Spicy (m1021),{'Side'}
1021,Steamed Vegetables Classic (m1022),{'Side'}
1022,Omelet Spicy (m1023),{'Breakfast Item'}
1023,Steamed Vegetables Mild (m1024),{'Side'}
1024,Fruit Salad Special (m1025),"{'Salad', 'Beverage'}"
1025,Waldorf Salad Mild (m1026),{'Salad'}
1026,Roasted Carrots Special (m1027),"{'Main Course', 'Side'}"
1027,Brownies Mild (m1028),{'Dessert'}
1028,Bread Pudding Classic (m1029),{'Dessert'}
1029,Vegetable Curry Special (m1030),"{'Main Course', 'Beverage', 'Appetizer'}"
1030,Hot and Sour Soup Premium (m1031),"{'Soup', 'Appetizer'}"
1031,Polenta Mild (m1032),{'Side'}
1032,Rice Pudding Light (m1033),"{'Breakfast Item', 'Dessert'}"
1033,BBQ Chicken Spicy (m1034),"{'Main Course', 'Beverage'}"
1034,Sushi Roll Premium (m1035),"{'Main Course', 'Beverage'}"
1035,Beef Kebab Special (m1036),"{'Main Course', 'Breakfast Item'}"
1036,Edamame Classic (m1037),"{'Main Course', 'Beverage', 'Appetizer'}"
1037,Bruschetta Special (m1038),{'Appetizer'}
1038,Miso Soup Classic (m1039),{'Soup'}
1039,Gazpacho Mild (m1040),"{'Soup', 'Dessert'}"
1040,Shrimp Salad Classic (m1041),"{'Salad', 'Main Course'}"
1041,Lamb Chops Light (m1042),"{'Main Course', 'Dessert'}"
1042,Quinoa Salad (m1043),{'Salad'}
1043,Coleslaw (m1044),"{'Salad', 'Breakfast Item'}"
1044,Corned Beef Hash Classic (m1045),"{'Soup', 'Breakfast Item'}"
1045,Sushi Roll Mild (m1046),{'Main Course'}
1046,Crème Brûlée Deluxe (m1047),"{'Breakfast Item', 'Dessert'}"
1047,Rice Noodles (m1048),{'Side'}
1048,Grilled Zucchini Classic (m1049),{'Side'}
1049,Hash Browns Special (m1050),"{'Appetizer', 'Main Course', 'Side'}"
1050,Minestrone Premium (m1051),"{'Soup', 'Side'}"
1051,Fruit Punch Special (m1052),{'Beverage'}
1052,Biscuits and Gravy Classic (m1053),{'Breakfast Item'}
1053,Cheesecake Special (m1054),"{'Main Course', 'Dessert'}"
1054,Grilled Zucchini Classic (m1055),{'Side'}
1055,Panna Cotta Premium (m1056),{'Dessert'}
1056,Mozzarella Sticks Premium (m1057),"{'Breakfast Item', 'Appetizer'}"
1057,Hot Tea Premium (m1058),{'Beverage'}
1058,Brownies Classic (m1059),{'Dessert'}
1059,Mozzarella Sticks Spicy (m1060),{'Appetizer'}
1060,Butternut Squash Soup Special (m1061),{'Soup'}
1061,Mac and Cheese Spicy (m1062),{'Side'}
1062,Vegetable Soup Light (m1063),"{'Soup', 'Breakfast Item', 'Side'}"
1063,Goat Cheese Crostini Classic (m1064),{'Appetizer'}
1064,Cappuccino Spicy (m1065),{'Beverage'}
1065,Lasagna Premium (m1066),"{'Main Course', 'Appetizer'}"
1066,Kale Salad Mild (m1067),"{'Salad', 'Side'}"
1067,Beef Stroganoff Special (m1068),{'Main Course'}
1068,Cappuccino Deluxe (m1069),"{'Beverage', 'Dessert'}"
1069,Arugula Salad Premium (m1070),"{'Salad', 'Dessert'}"
1070,Hot Chocolate Special (m1071),"{'Soup', 'Beverage'}"
1071,Grilled Chicken Deluxe (m1072),"{'Main Course', 'Dessert'}"
1072,Rice Pilaf Premium (m1073),{'Side'}
1073,Falafel Wrap (m1074),{'Main Course'}
1074,Tater Tots Light (m1075),"{'Salad', 'Side'}"
1075,Cupcakes Mild (m1076),{'Dessert'}
1076,Chicken Salad Premium (m1077),"{'Salad', 'Soup'}"
1077,Breakfast Sandwich Spicy (m1078),"{'Breakfast Item', 'Dessert'}"
1078,Calamari Spicy (m1079),"{'Main Course', 'Beverage', 'Appetizer'}"
1079,Cookies Special (m1080),"{'Breakfast Item', 'Beverage', 'Dessert'}"
1080,Tomato Soup Premium (m1081),"{'Salad', 'Soup'}"
1081,Mozzarella Sticks Deluxe (m1082),{'Appetizer'}
1082,Chicken Skewers Spicy (m1083),"{'Side', 'Appetizer'}"
1083,Cheesecake Mild (m1084),{'Dessert'}
1084,Lobster Bisque (m1085),{'Soup'}
1085,Hot and Sour Soup Mild (m1086),"{'Soup', 'Appetizer'}"
1086,Stuffing Spicy (m1087),"{'Salad', 'Breakfast Item', 'Side'}"
1087,Quiche Spicy (m1088),"{'Salad', 'Breakfast Item'}"
1088,Shrimp Salad Deluxe (m1089),"{'Salad', 'Side'}"
1089,Cannoli (m1090),{'Dessert'}
1090,Smoothie Deluxe (m1091),"{'Breakfast Item', 'Beverage'}"
1091,Broccoli Cheddar Soup Light (m1092),"{'Main Course', 'Soup'}"
1092,Chicken Curry Classic (m1093),"{'Main Course', 'Side'}"
1093,Potato Salad Spicy (m1094),{'Salad'}
1094,Matcha Latte Light (m1095),{'Beverage'}
1095,Buffalo Wings (m1096),{'Appetizer'}
1096,Bacon Wrapped Dates Premium (m1097),"{'Side', 'Appetizer'}"
1097,Bacon Wrapped Dates Special (m1098),{'Appetizer'}
1098,Deviled Eggs Special (m1099),{'Appetizer'}
1099,Rice Pudding Spicy (m1100),"{'Salad', 'Dessert'}"
1100,Buffalo Wings Mild (m1101),"{'Soup', 'Appetizer'}"
1101,Broccoli Cheddar Soup Mild (m1102),"{'Soup', 'Dessert'}"
1102,Milk Premium (m1103),"{'Salad', 'Beverage'}"
1103,Edamame Mild (m1104),"{'Breakfast Item', 'Appetizer'}"
1104,Yams Special (m1105),"{'Salad', 'Side'}"
1105,Potato Salad Spicy (m1106),"{'Salad', 'Breakfast Item'}"
1106,Pizza Margherita (m1107),{'Main Course'}
1107,Chicken Parmesan Spicy (m1108),"{'Main Course', 'Soup', 'Side'}"
1108,Bread Pudding Classic (m1109),{'Dessert'}
1109,Americano Classic (m1110),{'Beverage'}
1110,Asparagus Special (m1111),{'Side'}
1111,Deviled Eggs Premium (m1112),"{'Dessert', 'Appetizer'}"
1112,Herbal Tea Classic (m1113),"{'Beverage', 'Side'}"
1113,Wild Rice Classic (m1114),{'Side'}
1114,Falafel Wrap Premium (m1115),{'Main Course'}
1115,Chicken Tikka Masala Mild (m1116),"{'Main Course', 'Soup', 'Salad'}"
1116,English Muffin (m1117),"{'Breakfast Item', 'Appetizer'}"
1117,Tater Tots Mild (m1118),"{'Breakfast Item', 'Side'}"
1118,Corn Chowder Light (m1119),"{'Salad', 'Soup'}"
1119,Spinach Artichoke Dip Classic (m1120),"{'Side', 'Breakfast Item', 'Appetizer'}"
1120,Chef Salad Deluxe (m1121),{'Salad'}
1121,Potato Leek Soup Deluxe (m1122),"{'Soup', 'Appetizer'}"
1122,Clam Chowder Premium (m1123),{'Soup'}
1123,Green Beans Spicy (m1124),{'Side'}
1124,Cranberry Juice Mild (m1125),{'Beverage'}
1125,Deviled Eggs Deluxe (m1126),"{'Dessert', 'Appetizer'}"
1126,Chocolate Cake Light (m1127),"{'Side', 'Soup', 'Dessert'}"
1127,Tuna Tartare Mild (m1128),{'Appetizer'}
1128,Caesar Salad Mild (m1129),"{'Salad', 'Appetizer'}"
1129,Bacon Classic (m1130),{'Breakfast Item'}
1130,Pizza Margherita Classic (m1131),{'Main Course'}
1131,Parfait Light (m1132),"{'Appetizer', 'Breakfast Item', 'Dessert'}"
1132,Rice Noodles Classic (m1133),"{'Breakfast Item', 'Side'}"
1133,Pork Ribs Mild (m1134),{'Main Course'}
1134,Pumpkin Soup (m1135),"{'Soup', 'Dessert'}"
1135,Crème Brûlée Light (m1136),{'Dessert'}
1136,Peach Tea Mild (m1137),"{'Beverage', 'Side'}"
1137,Toast Deluxe (m1138),"{'Salad', 'Breakfast Item', 'Side'}"
1138,Sushi Roll Light (m1139),{'Main Course'}
1139,Coffee Light (m1140),{'Beverage'}
1140,Oat Milk Deluxe (m1141),"{'Beverage', 'Dessert'}"
1141,Buffalo Wings Deluxe (m1142),"{'Salad', 'Appetizer'}"
1142,Hash Browns Deluxe (m1143),"{'Soup', 'Breakfast Item'}"
1143,Tea Mild (m1144),"{'Salad', 'Beverage'}"
1144,French Fries Special (m1145),{'Side'}
1145,Chicken Wings Deluxe (m1146),"{'Main Course', 'Beverage', 'Dessert'}"
1146,Panna Cotta Deluxe (m1147),"{'Appetizer', 'Dessert'}"
1147,Strawberry Shortcake (m1148),{'Dessert'}
1148,Cucumber Salad (m1149),"{'Salad', 'Main Course'}"
1149,Meatball Sub (m1150),{'Main Course'}
1150,Pho (m1151),"{'Salad', 'Soup', 'Side'}"
1151,Tuna Salad Light (m1152),"{'Salad', 'Beverage', 'Side'}"
1152,Hot Chocolate Premium (m1153),"{'Soup', 'Beverage'}"
1153,Pancakes Deluxe (m1154),{'Breakfast Item'}
1154,Meatball Sub Light (m1155),"{'Main Course', 'Breakfast Item'}"
1155,Cheesecake Deluxe (m1156),{'Dessert'}
1156,Pizza Margherita Deluxe (m1157),{'Main Course'}
1157,Caprese Salad Premium (m1158),"{'Salad', 'Dessert'}"
1158,Asparagus Spicy (m1159),"{'Main Course', 'Dessert', 'Side'}"
1159,Tuna Salad Classic (m1160),{'Salad'}
1160,Edamame Light (m1161),{'Appetizer'}
1161,Crepes Light (m1162),"{'Salad', 'Breakfast Item', 'Dessert'}"
1162,Potato Skins Spicy (m1163),{'Appetizer'}
1163,Brussels Sprouts Light (m1164),{'Side'}
1164,Chicken Rice Soup Special (m1165),"{'Soup', 'Beverage', 'Side'}"
1165,Lentil Soup Special (m1166),{'Soup'}
1166,Tres Leches Cake Deluxe (m1167),"{'Soup', 'Breakfast Item', 'Dessert'}"
1167,Croissant Premium (m1168),"{'Salad', 'Breakfast Item', 'Side'}"
1168,Cheese Platter Mild (m1169),"{'Salad', 'Appetizer'}"
1169,Fruit Tart Deluxe (m1170),{'Dessert'}
1170,Chef Salad (m1171),"{'Salad', 'Beverage'}"
1171,Asparagus Special (m1172),{'Side'}
1172,Shrimp Salad Deluxe (m1173),"{'Salad', 'Main Course'}"
1173,Lemon Tart Deluxe (m1174),{'Dessert'}
1174,Mediterranean Salad Premium (m1175),{'Salad'}
1175,Prosciutto Melon Special (m1176),"{'Salad', 'Soup', 'Appetizer'}"
1176,Panna Cotta Special (m1177),{'Dessert'}
1177,Hot Tea Light (m1178),"{'Main Course', 'Beverage'}"
1178,Fried Pickles Light (m1179),"{'Main Course', 'Appetizer'}"
1179,Shrimp Cocktail Special (m1180),"{'Side', 'Appetizer'}"
1180,Hummus with Pita Special (m1181),{'Appetizer'}
1181,Carrot Cake Classic (m1182),{'Dessert'}
1182,Bean Soup Special (m1183),{'Soup'}
1183,Soy Milk Spicy (m1184),"{'Beverage', 'Dessert'}"
1184,Pasta Salad Mild (m1185),"{'Salad', 'Side'}"
1185,Edamame Premium (m1186),"{'Appetizer', 'Side'}"
1186,Potato Skins Classic (m1187),"{'Salad', 'Soup', 'Appetizer'}"
1187,Flan Light (m1188),"{'Main Course', 'Soup', 'Dessert'}"
1188,Waldorf Salad Premium (m1189),{'Salad'}
1189,Chocolate Mousse Classic (m1190),{'Dessert'}
1190,Chocolate Milk Light (m1191),"{'Beverage', 'Appetizer'}"
1191,Rice Noodles Mild (m1192),"{'Appetizer', 'Side'}"
1192,Cola Mild (m1193),{'Beverage'}
1193,Banana Smoothie Classic (m1194),"{'Breakfast Item', 'Beverage'}"
1194,Fried Rice Deluxe (m1195),"{'Main Course', 'Dessert', 'Side'}"
1195,Chicken Parmesan Special (m1196),{'Main Course'}
1196,French Toast Special (m1197),"{'Breakfast Item', 'Dessert'}"
1197,Vegetable Stir Fry Premium (m1198),"{'Main Course', 'Soup'}"
1198,Grape Juice Mild (m1199),{'Beverage'}
1199,Sprite (m1200),{'Beverage'}
1200,Pork Ribs Light (m1201),{'Main Course'}
1201,Crepes (m1202),{'Breakfast Item'}
1202,Tomato Soup Classic (m1203),"{'Salad', 'Soup'}"
1203,Baklava (m1204),"{'Main Course', 'Soup', 'Dessert'}"
1204,Creamed Spinach Mild (m1205),"{'Main Course', 'Side'}"
1205,Potato Salad (m1206),{'Salad'}
1206,Cinnamon Roll Light (m1207),{'Breakfast Item'}
1207,Lentil Soup Premium (m1208),{'Soup'}
1208,Potato Salad Mild (m1209),"{'Salad', 'Side'}"
1209,Edamame Classic (m1210),{'Appetizer'}
1210,Garden Salad Light (m1211),"{'Salad', 'Main Course'}"
1211,Breakfast Tacos Special (m1212),{'Breakfast Item'}
1212,Calamari Light (m1213),{'Appetizer'}
1213,Chicken Alfredo (m1214),"{'Main Course', 'Soup'}"
1214,Garden Salad Spicy (m1215),{'Salad'}
1215,Oysters Mild (m1216),{'Appetizer'}
1216,Chicken Salad Light (m1217),"{'Salad', 'Dessert'}"
1217,Mushroom Soup Light (m1218),"{'Main Course', 'Soup'}"
1218,Hummus with Pita Light (m1219),{'Appetizer'}
1219,Bacon Deluxe (m1220),"{'Breakfast Item', 'Beverage', 'Dessert'}"
1220,Pizza Margherita Deluxe (m1221),"{'Main Course', 'Dessert'}"
1221,Oatmeal (m1222),{'Breakfast Item'}
1222,Split Pea Soup Classic (m1223),"{'Soup', 'Appetizer'}"
1223,French Onion Soup (m1224),{'Soup'}
1224,Potato Salad Special (m1225),{'Salad'}
1225,Nachos Premium (m1226),{'Appetizer'}
1226,Sprite (m1227),"{'Breakfast Item', 'Beverage'}"
1227,Meatloaf Light (m1228),{'Main Course'}
1228,Gelato Special (m1229),{'Dessert'}
1229,Iced Coffee Spicy (m1230),{'Beverage'}
1230,Iced Tea Classic (m1231),"{'Beverage', 'Appetizer'}"
1231,Strawberry Shortcake Deluxe (m1232),{'Dessert'}
1232,Roasted Vegetables (m1233),{'Side'}
1233,Mediterranean Salad Spicy (m1234),{'Salad'}
1234,Fish Curry Mild (m1235),"{'Main Course', 'Breakfast Item', 'Side'}"
1235,Nicoise Salad Special (m1236),"{'Salad', 'Breakfast Item', 'Main Course'}"
1236,Scrambled Eggs Deluxe (m1237),"{'Main Course', 'Breakfast Item', 'Dessert'}"
1237,Lentil Soup Deluxe (m1238),"{'Salad', 'Soup', 'Beverage'}"
1238,Fried Rice Special (m1239),{'Side'}
1239,Chicken Rice Soup (m1240),"{'Soup', 'Beverage', 'Appetizer'}"
1240,Hot and Sour Soup Spicy (m1241),{'Soup'}
1241,Frittata (m1242),"{'Breakfast Item', 'Beverage'}"
1242,Milk Special (m1243),"{'Beverage', 'Appetizer'}"
1243,Donut Spicy (m1244),"{'Salad', 'Beverage', 'Dessert'}"
1244,Chicken Enchiladas Mild (m1245),"{'Main Course', 'Breakfast Item'}"
1245,Chicken Tikka Masala Special (m1246),{'Main Course'}
1246,Chicken Shawarma Premium (m1247),{'Main Course'}
1247,Roasted Vegetables Spicy (m1248),{'Side'}
1248,Arugula Salad Mild (m1249),{'Salad'}
1249,Egg Salad Light (m1250),{'Salad'}
1250,Quiche Light (m1251),{'Breakfast Item'}
1251,Spring Rolls Premium (m1252),{'Appetizer'}
1252,Deviled Eggs Spicy (m1253),"{'Salad', 'Beverage', 'Appetizer'}"
1253,Chicken Tortilla Soup Deluxe (m1254),"{'Soup', 'Breakfast Item'}"
1254,Mocha Mild (m1255),{'Beverage'}
1255,Parfait Premium (m1256),"{'Soup', 'Dessert'}"
1256,Veggie Pizza Spicy (m1257),{'Main Course'}
1257,Gelato Light (m1258),{'Dessert'}
1258,Cobb Salad Special (m1259),"{'Salad', 'Appetizer'}"
1259,Shrimp Salad (m1260),{'Salad'}
1260,Bean Soup (m1261),{'Soup'}
1261,Water Classic (m1262),{'Beverage'}
1262,Chocolate Milk Light (m1263),{'Beverage'}
1263,Hot Tea Classic (m1264),"{'Salad', 'Breakfast Item', 'Beverage'}"
1264,Steak Fajitas Classic (m1265),"{'Main Course', 'Side'}"
1265,Panna Cotta Classic (m1266),"{'Soup', 'Beverage', 'Dessert'}"
1266,Veggie Pizza Spicy (m1267),"{'Main Course', 'Beverage'}"
1267,Chocolate Mousse Light (m1268),"{'Breakfast Item', 'Dessert'}"
1268,English Muffin (m1269),{'Breakfast Item'}
1269,Sweet Potato Fries Light (m1270),{'Side'}
1270,Beef Tacos Mild (m1271),{'Main Course'}
1271,Crab Cakes Classic (m1272),{'Appetizer'}
1272,Chocolate Mousse Classic (m1273),{'Dessert'}
1273,Garden Salad Deluxe (m1274),"{'Salad', 'Soup'}"
1274,Scrambled Eggs Mild (m1275),"{'Soup', 'Breakfast Item'}"
1275,Tuna Tartare Special (m1276),"{'Side', 'Appetizer'}"
1276,Sliders Light (m1277),"{'Main Course', 'Beverage', 'Appetizer'}"
1277,Hot and Sour Soup Spicy (m1278),"{'Soup', 'Side'}"
1278,Mushroom Soup (m1279),{'Soup'}
1279,Sautéed Mushrooms (m1280),{'Side'}
1280,Pudding Deluxe (m1281),{'Dessert'}
1281,Yogurt Premium (m1282),"{'Breakfast Item', 'Dessert'}"
1282,Chicken Shawarma Classic (m1283),{'Main Course'}
1283,Deviled Eggs Deluxe (m1284),"{'Salad', 'Appetizer'}"
1284,Cranberry Juice Premium (m1285),"{'Breakfast Item', 'Beverage'}"
1285,Custard Special (m1286),{'Dessert'}
1286,Donut Light (m1287),"{'Beverage', 'Dessert'}"
1287,Espresso Spicy (m1288),{'Beverage'}
1288,Veggie Pizza Special (m1289),"{'Main Course', 'Salad', 'Appetizer'}"
1289,Goat Cheese Crostini Classic (m1290),"{'Soup', 'Appetizer'}"
1290,Sweet Potato Fries Spicy (m1291),"{'Salad', 'Side'}"
1291,Donut Classic (m1292),"{'Soup', 'Breakfast Item', 'Dessert'}"
1292,Parfait (m1293),{'Dessert'}
1293,Cinnamon Roll Classic (m1294),"{'Breakfast Item', 'Appetizer'}"
1294,Churros Premium (m1295),"{'Breakfast Item', 'Dessert'}"
1295,Hot and Sour Soup Light (m1296),{'Soup'}
1296,Garden Salad Spicy (m1297),{'Salad'}
1297,Onion Rings Classic (m1298),{'Side'}
1298,Mushroom Soup Classic (m1299),"{'Soup', 'Breakfast Item'}"
1299,Chicken Wings Deluxe (m1300),"{'Main Course', 'Soup'}"
1300,Carrot Cake Spicy (m1301),{'Dessert'}
1301,Sushi Roll Mild (m1302),"{'Main Course', 'Salad'}"
1302,Kale Salad Deluxe (m1303),"{'Salad', 'Side'}"
1303,Water Special (m1304),{'Beverage'}
1304,Cappuccino Spicy (m1305),{'Beverage'}
1305,Butternut Squash Soup Classic (m1306),"{'Soup', 'Side'}"
1306,Scone Classic (m1307),{'Breakfast Item'}
1307,Tuna Salad Special (m1308),{'Salad'}
1308,Potato Leek Soup Mild (m1309),{'Soup'}
1309,Jalapeño Poppers Classic (m1310),"{'Soup', 'Appetizer'}"
1310,Chicken Souvlaki Classic (m1311),{'Main Course'}
1311,Scone Spicy (m1312),{'Breakfast Item'}
1312,Mashed Potatoes Classic (m1313),"{'Main Course', 'Side'}"
1313,Mango Juice Premium (m1314),"{'Beverage', 'Dessert'}"
1314,Pad Thai (m1315),{'Main Course'}
1315,Cola Premium (m1316),{'Beverage'}
1316,Bacon Wrapped Dates Special (m1317),{'Appetizer'}
1317,Bacon Mild (m1318),"{'Breakfast Item', 'Side'}"
1318,Split Pea Soup Spicy (m1319),{'Soup'}
1319,Red Velvet Cake Spicy (m1320),"{'Appetizer', 'Dessert'}"
1320,Pepsi Light (m1321),"{'Breakfast Item', 'Beverage', 'Dessert'}"
1321,Sushi Roll Deluxe (m1322),{'Main Course'}
1322,Stuffing Deluxe (m1323),{'Side'}
1323,Crab Cakes Premium (m1324),{'Appetizer'}
1324,Cinnamon Roll Deluxe (m1325),{'Breakfast Item'}
1325,Fruit Salad Special (m1326),"{'Salad', 'Main Course'}"
1326,Oat Milk Light (m1327),"{'Beverage', 'Dessert'}"
1327,Grilled Eggplant Light (m1328),"{'Salad', 'Side'}"
1328,Pad Thai Spicy (m1329),"{'Main Course', 'Beverage'}"
1329,Waffles Classic (m1330),"{'Soup', 'Main Course', 'Breakfast Item'}"
1330,Croissant Classic (m1331),"{'Breakfast Item', 'Appetizer'}"
1331,Garden Salad Light (m1332),"{'Salad', 'Main Course', 'Side'}"
1332,Bacon Wrapped Dates Premium (m1333),{'Appetizer'}
1333,Beet Salad Classic (m1334),"{'Salad', 'Appetizer'}"
1334,Miso Soup Special (m1335),{'Soup'}
1335,Churros Spicy (m1336),{'Dessert'}
1336,Churros Deluxe (m1337),"{'Beverage', 'Dessert'}"
1337,Quinoa Salad Mild (m1338),"{'Salad', 'Breakfast Item'}"
1338,Spring Rolls Light (m1339),"{'Salad', 'Soup', 'Appetizer'}"
1339,Cobbler Light (m1340),{'Dessert'}
1340,Ramen Deluxe (m1341),"{'Salad', 'Soup', 'Main Course'}"
1341,Shrimp Salad Premium (m1342),"{'Salad', 'Soup'}"
1342,Bagel Premium (m1343),"{'Salad', 'Breakfast Item'}"
1343,Onion Rings Special (m1344),{'Side'}
1344,Clam Chowder Special (m1345),"{'Soup', 'Beverage'}"
1345,Brownies Classic (m1346),"{'Side', 'Dessert'}"
1346,Waldorf Salad Light (m1347),{'Salad'}
1347,Donut (m1348),{'Dessert'}
1348,Lasagna Classic (m1349),{'Main Course'}
1349,Onion Rings Classic (m1350),"{'Breakfast Item', 'Side'}"
1350,Custard Classic (m1351),"{'Main Course', 'Dessert'}"
1351,Breakfast Tacos Mild (m1352),{'Breakfast Item'}
1352,Kale Salad Mild (m1353),"{'Soup', 'Salad', 'Breakfast Item'}"
1353,Minestrone Special (m1354),"{'Salad', 'Soup', 'Dessert'}"
1354,Mediterranean Salad Mild (m1355),{'Salad'}
1355,Bagel (m1356),"{'Breakfast Item', 'Beverage'}"
1356,Bruschetta (m1357),{'Appetizer'}
1357,Tres Leches Cake Special (m1358),{'Dessert'}
1358,Americano Classic (m1359),"{'Main Course', 'Beverage', 'Dessert'}"
1359,Cheesecake Mild (m1360),{'Dessert'}
1360,Oat Milk (m1361),{'Beverage'}
